KEPH,Facility_category,Owner,County,whole_day,public_holidays,weekends,late_night
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,No
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Kisii,Yes,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Embu,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Nairobi,No,No,No,No
Level 3,NURSING HOME,Private Practice,Nairobi,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Kitui,Yes,No,No,No
Level 4,HOSPITALS,Ministry of Health,Nakuru,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Isiolo,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kericho,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,Yes,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,Yes,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kajiado,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Isiolo,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,No,Yes,No
Level 2,MEDICAL CENTER,Faith Based Organization,Kilifi,No,No,No,No
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,DISPENSARY,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,Yes,No,No,Yes
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Tharaka Nithi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Garissa,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisumu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Migori,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nyeri,Yes,Yes,Yes,Yes
Level 3,HEALTH CENTRE,Private Practice,Nyamira,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Tana River,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nyamira,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Machakos,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Non-Governmental Organizations,Kajiado,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kisii,Yes,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Marsabit,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Tharaka Nithi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Samburu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,Yes,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Samburu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisii,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Garissa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Embu,Yes,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Lamu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Vihiga,No,No,Yes,No
Level 2,DISPENSARY,Private Practice,Kiambu,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Turkana,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Embu,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Makueni,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 3,NURSING HOME,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Vihiga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Lamu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,No,No
Level 3,HEALTH CENTRE,Faith Based Organization,Marsabit,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Vihiga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Kilifi,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisii,No,No,Yes,No
Level 2,DISPENSARY,Non-Governmental Organizations,Meru,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Tharaka Nithi,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Mombasa,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kwale,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kiambu,Yes,No,Yes,No
Level 4,HOSPITALS,Ministry of Health,Tana River,Yes,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kakamega,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Tharaka Nithi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 3,HOSPITALS,Ministry of Health,Nandi,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kericho,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,Yes,No
Level 3,HEALTH CENTRE,Private Practice,Kitui,Yes,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,West Pokot,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nyandarua,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nyandarua,No,No,No,No
Level 3,HEALTH CENTRE,Faith Based Organization,Kiambu,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 4,HOSPITALS,Non-Governmental Organizations,Migori,Yes,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kiambu,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nyamira,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Homa Bay,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,STAND ALONE,Ministry of Health,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Muranga,Yes,No,Yes,No
Level 2,STAND ALONE,Private Practice,Laikipia,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Machakos,No,No,No,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Migori,Yes,No,No,No
Level 3,NURSING HOME,Private Practice,Nairobi,Yes,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Homa Bay,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Taita Taveta,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Isiolo,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Wajir,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kitui,No,No,No,No
Level 2,STAND ALONE,Private Practice,Kiambu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Wajir,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Meru,No,No,No,No
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Baringo,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,STAND ALONE,Ministry of Health,Nairobi,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kisumu,Yes,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Homa Bay,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Muranga,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Nandi,Yes,No,Yes,No
Level 2,STAND ALONE,Faith Based Organization,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bungoma,Yes,No,No,No
Level 2,STAND ALONE,Faith Based Organization,Nairobi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,No,No,No,No
Level 2,STAND ALONE,Faith Based Organization,Nairobi,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Muranga,Yes,No,Yes,No
Level 4,HOSPITALS,Ministry of Health,Meru,Yes,No,Yes,No
Level 2,STAND ALONE,Private Practice,Laikipia,No,No,No,No
Level 4,HOSPITALS,Private Practice,Kisumu,No,No,No,No
Level 2,STAND ALONE,Private Practice,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Machakos,Yes,Yes,Yes,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nyeri,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Tana River,Yes,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nyeri,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Migori,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 4,HOSPITALS,Ministry of Health,Wajir,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Garissa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Baringo,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Wajir,Yes,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Tharaka Nithi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 4,None,Ministry of Health,Machakos,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Mandera,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,STAND ALONE,Private Practice,Kirinyaga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,No,No,No,No
Level 2,DISPENSARY,Private Practice,Bomet,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kitui,No,No,No,No
Level 3,HEALTH CENTRE,Faith Based Organization,Meru,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kisii,Yes,Yes,Yes,Yes
Level 3,HEALTH CENTRE,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,No,No
Level 4,HOSPITALS,Private Practice,Tharaka Nithi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Taita Taveta,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Taita Taveta,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kisumu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Wajir,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 4,HOSPITALS,Private Practice,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Marsabit,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kakamega,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Nyeri,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Ministry of Health,Laikipia,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Bungoma,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kiambu,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Tharaka Nithi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Migori,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Private Practice,Nyamira,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kisumu,Yes,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Tana River,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 4,HOSPITALS,Private Practice,Nairobi,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Marsabit,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Marsabit,No,No,No,No
Level 2,DISPENSARY,Private Practice,Muranga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Meru,No,No,No,No
Level 2,DISPENSARY,Private Practice,Muranga,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Isiolo,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kirinyaga,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Busia,Yes,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Marsabit,Yes,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Tharaka Nithi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nandi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 4,HOSPITALS,Private Practice,Machakos,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisii,No,No,No,No
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 5,HOSPITALS,Private Practice,Nairobi,Yes,No,Yes,No
Level 4,HOSPITALS,Ministry of Health,Migori,Yes,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Muranga,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Tana River,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 3,NURSING HOME,Non-Governmental Organizations,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Lamu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisumu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kitui,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Embu,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Lamu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisumu,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kirinyaga,No,No,No,No
Level 3,HEALTH CENTRE,Faith Based Organization,Kisii,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
